breadcrumb_category,category,product_name,pricing,image_urls,descriptions_title,descriptions,description_itemized,sizes,tags
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,ZG23,ゼッドジー23 ボア",メンズ ゴルフ,ゼッドジー23 ボア,"24,200","https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-side_lateral_center_view-XbOnHfc4xD.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-top_portrait_view-xfwuiPFQ5Q.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-bottom_view-o6BZMJsSuv.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-front_lateral_top_view-hHCa4T76vM.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-back_lateral_top_view-DxDk6iGAfC.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-side_medial_center_view-hh3NksgP1V.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-detail_view_1-ztXRd8md2I.jpg, https://shop.adidas.jp/photo/GY/GY9715/s-GY9715-standard-detail_view_2-LUTnimhFEZ.jpg",より強く早いスイングを可能にする高い安定性と軽量性を両立し、脅威的なグリップ力をも実現するスパイクゴルフシューズ,スパイクゴルフシューズパフォーマンスの概念を変えたZG21がフルモデルチェンジし、安定性・軽量性・グリップ力が前作から大きく向上したZG23。更に強く速く振れる性能が大幅に強化されたコンセプトはそのままに、ZGシリーズ特有のBOA® PerformFit™Wrapが更に進化。より軽く・薄く・パネルを採⽤、BOA®フィットシステムと連動することで、ツアーゴルフシューズの中ではトップレベルの安定性を実現。加えて特殊なラッピング構造によってパネルの位置が自動的にフィットし足形に順応する新機能が追加。ZG23シリーズに共通する新アッパー・ミッドソール・アウトソールは同様に継承し、快適性を妥協せずにスイング中のパワーを増幅させる反発性能とブレの抑制をさらに強化。,"強い蹴りを可能にするワイドフィット,BOA®フィットシステム搭載PerformFit™Wrap構造,逆回転で1mm単位で緩められるLi2 BOAダイヤル,ソフトで足馴染みの良い防水マイクロファイバーレザーアッパー,LIGHTSTRIKE PRO+LIGHTSTRIKEクッショニングのハイブリッド構造,スタビリティフィン,デュアルデンシティ6クリートアウトソール,ピクセルラグ,アッパーには、リサイクル素材を50％以上使用","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ZG23,ローカット,Boaフィットシステム,防水・撥水,ゴルフシューズ・靴,LIH91"
"戻る,レディース,ゴルフ,シューズ・靴,スポーツシューズ,ZG23,ウィメンズ ゼッドジー23 ボア",レディース ゴルフ,ウィメンズ ゼッドジー23 ボア,"24,200","https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-standard-side_lateral_center_view-ODveEntwzW.jpg, https://shop.adidas.jphttps://assets.adidas.com/videos/w_170/896a70ce6c9343d89ebeaf46011d0901_d98c/GZ2171_product_video.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-80-yupFuebDPs.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-marketing-heromrktng_view_1-JNGPA6zqj5.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-marketing-heromrktng_view_2-DJTkapfDC5.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-marketing-heromrktng_view_3-hvGm9Of2ts.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-on_model-front_view-jcjQ5AUF6t.jpg, https://shop.adidas.jp/photo/GZ/GZ2171/s-GZ2171-standard-top_portrait_view-6I07tJGJ8k.jpg",より強く早いスイングを可能にする高い安定性と軽量性を両立し、脅威的なグリップ力をも実現するスパイクゴルフシューズ,スパイクゴルフシューズパフォーマンスの概念を変えたZG21がフルモデルチェンジし、安定性・軽量性・グリップ力が前作から大きく向上したZG23。更に強く速く振れる性能が大幅に強化されたコンセプトはそのままに、ZGシリーズ特有のBOA® PerformFit™Wrapが更に進化。より軽く・薄く・強度の高いパネルを採⽤、BOA®フィットシステムと連動することで、ツアーゴルフシューズの中ではトップレベルの安定性を実現。加えて特殊なラッピング構造によってパネルの位置が自動的にフィットし足形に順応する新機能が追加。ZG23シリーズに共通する新アッパー・ミッドソール・アウトソールは同様に継承し、快適性を妥協せずにスイング中のパワーを増幅させる反発性能とブレの抑制をさらに強化。,"強い蹴りを可能にするワイドフィット,BOA®フィットシステム搭載PerformFit™Wrap構造,逆回転で1mm単位で緩められるLi2 BOAダイヤル,ソフトで足馴染みの良い防水マイクロファイバーレザーアッパー,LIGHTSTRIKE PRO+LIGHTSTRIKEクッショニングのハイブリッド構造,スタビリティフィン,デュアルデンシティ6クリートアウトソール,ピクセルラグ,アッパーには、リサイクル素材を50％以上使用","22.0cm,22.5cm,23.0cm,23.5cm,23.7cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.5cm","シューズ・靴,スポーツシューズ,ゴルフ,ZG23,ローカット,渋野 日向子,トラクション,Boaフィットシステム,防水・撥水,ゴルフシューズ・靴,LII02"
"戻る,メンズ,ゴルフ,シューズ・靴,スポーツシューズ,コード カオス,コードカオス22 ボア",メンズ ゴルフ,コードカオス22 ボア,"19,800","https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-side_lateral_center_view-ic90Ocwdb7.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-top_portrait_view-cQMZHx9fHV.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-bottom_view-8bLlFAKrnN.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-front_lateral_top_view-9gWvmad4mg.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-back_lateral_top_view-WBZyDIwthe.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-side_medial_center_view-OD63VnC3fU.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-detail_view_1-3Ha5HZgdGX.jpg, https://shop.adidas.jp/photo/GX/GX0199/s-GX0199-standard-detail_view_2-rR806I2zws.jpg",革新的新クロージャー「直足BOAラップ」構造を搭載。破壊的な性能を持つ次世代コードカオス。,全ての性能がパワフルに進化した、コードカオス22 。初代コードカオスの先進的なコンセプトはそのままに快適性・スイング時の安定性・グリップ性能といった、ゴルフシューズに求められる性能が前作モデルから大幅に向上し、初のフルモデルチェンジ。,"レギュラーフィット,「直足BOAラップ」でシューズ内部で足をダイレクトにホールド,２通りの性能を可能にするファスナー構造,安定性の高い防水ワープニットアッパー,前作よりグリップ力が約40%向上した TWISTGRIP(TPU),フルレングスBOOST™ミッドソール,ゴルフに特化した性能を生むBOOST™ CONTROL WRAP,INSITEインソール,アッパーのリサイクル素材含有率は50%以上","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.5cm,32.5cm","シューズ・靴,スポーツシューズ,ゴルフ,コード カオス,ローカット,ブースト,トラクション,Boaフィットシステム,防水・撥水,ゴルフシューズ・靴,FA0211"
"戻る,ユニセックス,ランニング,シューズ・靴,スポーツシューズ,レスポンス,レスポンス ランナー / Response Runner",None ランニング,レスポンス ランナー / Response Runner,"5,500","https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-side_lateral_center_view-iCJTqOfxHa.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-top_portrait_view-yBq7Q8jeuR.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-bottom_view-iRfhSHBHCI.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-front_lateral_top_view-NEYhf3MEO6.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-back_lateral_top_view-AtqqfqzeEm.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-side_medial_center_view-DkuWySK0yk.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-mirrored_pair_view-tngdYAOT7Z.jpg, https://shop.adidas.jp/photo/ID/ID7334/s-ID7334-standard-detail_view_1-danTxzeDqf.jpg",リサイクル素材を一部使用した、カジュアルなランニングシューズ。,朝のジョギングや、ちょっとひとっ走り買い物に行くときにも活躍するランニングシューズ。通気性に優れたメッシュアッパーにより、一日中快適な履き心地が持続する。着地の衝撃を和らげるクッション性のあるミッドソールと、ソフトで丈夫なラバーアウトソールが、地元を軽く走るときに必要なサポート力とトラクションを提供。,"レギュラーフィット,シューレースクロージャー,メッシュアッパー,テキスタイルライニング,EVAミッドソール,ラバーアウトソール,アッパーのリサイクル素材含有率は50%以上","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","シューズ・靴,スポーツシューズ,ランニング,レスポンス,ローカット,トラクション,ランニングシューズ・靴,LZR66"
"戻る,ユニセックス,ランニング,シューズ・靴,スポーツシューズ,レスポンス,レスポンス ランナー / Response Runner",None ランニング,レスポンス ランナー / Response Runner,"5,500","https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-side_lateral_center_view-9VXWhqncEd.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-top_portrait_view-ZhD70DIAR2.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-bottom_view-M1CImqmyMD.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-front_lateral_top_view-UwQSHt7FYn.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-back_lateral_top_view-xVwNMRTRnW.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-side_medial_center_view-1pFp25Bl4Q.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-mirrored_pair_view-VRDS9L26V8.jpg, https://shop.adidas.jp/photo/ID/ID7337/s-ID7337-standard-detail_view_1-y411vZYBgo.jpg",リサイクル素材を一部使用した、カジュアルなランニングシューズ。,朝のジョギングや、ちょっとひとっ走り買い物に行くときにも活躍するランニングシューズ。通気性に優れたメッシュアッパーにより、一日中快適な履き心地が持続する。着地の衝撃を和らげるクッション性のあるミッドソールと、ソフトで丈夫なラバーアウトソールが、地元を軽く走るときに必要なサポート力とトラクションを提供。,"レギュラーフィット,シューレースクロージャー,メッシュアッパー,テキスタイルライニング,EVAミッドソール,ラバーアウトソール,アッパーのリサイクル素材含有率は50%以上","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","シューズ・靴,スポーツシューズ,ランニング,レスポンス,ローカット,トラクション,ランニングシューズ・靴,LZR66"
"戻る,レディース,ランニング,シューズ・靴,スポーツシューズ,レスポンス,レスポンス / Response",レディース ランニング,レスポンス / Response,"9,350","https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-side_lateral_center_view-YeEOc8EWny.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-top_portrait_view-QOa1xEfpei.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-bottom_view-MvSwbczLKS.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-front_lateral_top_view-CuDrMDfb2n.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-back_lateral_top_view-wf793OsFCP.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-side_medial_center_view-H10HcoH49H.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-mirrored_pair_view-CLoGBc4kLA.jpg, https://shop.adidas.jp/photo/HP/HP5927/s-HP5927-standard-detail_view_1-O4BOirUFKx.jpg",優れたクッショニングが、その反発力で次の一歩をサポート。,トラックやトレイルランに繰り出すときに必要な、クッション性と反発力をランナーに提供するシューズ。毎日のウォーキングや忙しいスケジュールの合間のジョギングで、一歩踏み出すごとにBounceミッドソールの優れた屈曲性と高い反発力が感じられる。アッパーにリサイクル素材を50％以上使用するなど、プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにしたアイテム。,"レギュラーフィット,シューレースクロージャー,サンドイッチ構造のメッシュアッパー / パッド入りの履き口,テキスタイルライニング,Fitcounter 成型ヒールカウンター,Bounceミッドソール,合成素材のアウトソール,アッパーのリサイクル素材含有率は50%以上","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm","シューズ・靴,スポーツシューズ,ランニング,レスポンス,ローカット,バウンス,ランニングシューズ・靴,LKL03"
"戻る,ユニセックス,ランニング,シューズ・靴,スポーツシューズ,レスポンス,レスポンス ランナー / Response Runner",None ランニング,レスポンス ランナー / Response Runner,"5,500","https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-side_lateral_center_view-PRAPybd8FN.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-top_portrait_view-KDdzI93xAo.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-bottom_view-Y0iZVurSLB.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-front_lateral_top_view-HqZziAvHWU.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-back_lateral_top_view-pUdLwJpTlX.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-side_medial_center_view-GQ6YtFwbbz.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-mirrored_pair_view-aaXnzXysUK.jpg, https://shop.adidas.jp/photo/ID/ID7333/s-ID7333-standard-detail_view_1-gzQKSa24yd.jpg",リサイクル素材を一部使用した、カジュアルなランニングシューズ。,朝のジョギングや、ちょっとひとっ走り買い物に行くときにも活躍するランニングシューズ。通気性に優れたメッシュアッパーにより、一日中快適な履き心地が持続する。着地の衝撃を和らげるクッション性のあるミッドソールと、ソフトで丈夫なラバーアウトソールが、地元を軽く走るときに必要なサポート力とトラクションを提供。,"レギュラーフィット,シューレースクロージャー,メッシュアッパー,テキスタイルライニング,EVAミッドソール,ラバーアウトソール,アッパーのリサイクル素材含有率は50%以上","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","シューズ・靴,スポーツシューズ,ランニング,レスポンス,ローカット,トラクション,ランニングシューズ・靴,LZR66"
"戻る,メンズ,ランニング,シューズ・靴,スポーツシューズ,レスポンス,レスポンス / Response",メンズ ランニング,レスポンス / Response,"9,350","https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-side_lateral_center_view-poGfHgHEey.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-top_portrait_view-4VQCT69CYR.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-bottom_view-PZ2zPs8Plk.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-front_lateral_top_view-xGg9Klf9K7.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-back_lateral_top_view-yCEO7mVVIt.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-side_medial_center_view-x4rdXWqLAF.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-mirrored_pair_view-Ag1uK08T6F.jpg, https://shop.adidas.jp/photo/GW/GW6646/s-GW6646-standard-detail_view_1-c2g9NmdRgV.jpg",優れたクッショニングが、その反発力で次の一歩をサポート。,走るたびに、反発力とクッション性が感じられる。トラックやトレイルランに繰り出すときに必要な、快適さとサポート力をランナーに提供してくれるシューズ。パッド入りの履き口を備えたメッシュアッパーが、足を包み込むように心地よくフィットする。自然なフィット感をかなえる、その名もFitcounterというかかとを支える成型ヒールカウンターを装備。さらに、優れたクッション性と屈曲性を提供するBounceミッドソールが、次の一歩につながる反発力を発揮。アッパーにリサイクル素材を50％以上使用するなど、プラスチック廃棄物ゼロを目指すアディダスの取り組みの一つをカタチにしたアイテム。,"レギュラーフィット,シューレースクロージャー,メッシュアッパーにパッド入りの履き口,クッション性のある履き心地,テキスタイルライニング,Bounceミッドソール,合成素材のアウトソール,アッパーのリサイクル素材含有率は50％以上","24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm","シューズ・靴,スポーツシューズ,ランニング,レスポンス,ローカット,バウンス,ランニングシューズ・靴,LKL02"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,レスポンス,レスポンス / Response",None オリジナルス,レスポンス / Response,"15,400","https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-side_lateral_center_view-q3ORxCgrqo.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-top_portrait_view-eaPCZBeUs2.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-bottom_view-uaxpwntmgG.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-front_lateral_top_view-KKfh8LoEE6.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-back_lateral_top_view-wCRIFaCpje.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-side_medial_center_view-WWL1bK68c6.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-mirrored_pair_view-XK3SGbqRcy.jpg, https://shop.adidas.jp/photo/IE/IE4773/s-IE4773-standard-detail_view_1-T1p6ALpaiG.jpg",耐久性と快適さを兼ね備えたランニングスタイルのシューズ。,朝急ぎ足で入るコーヒーショップから、午後のゴルフ練習場まで活躍するこのスポーティーなシューズは、オーセンティックなアディダスのDNAとモダンなディテールを組み合わせた、一日中履いていても疲れない一足。メッシュとテキスタイルのアッパーにスエードのオーバーレイを配し、リフレクターのディテールで洗練された見た目に仕上げている。厚みのあるEVAクッショニングが、快適なフットワークをもたらす。,"レギュラーフィット,シューレースクロージャー,テキスタイルとメッシュのアッパー / スエードのオーバーレイ,テキスタイルライニング,EVAのミッドソール,ラバーアウトソール,リフレクター付き","23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,30.0cm","シューズ・靴,スニーカー,オリジナルス,レスポンス,ローカット,MCH05"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ / Ozweego",None オリジナルス,オズウィーゴ / Ozweego,"7,700","https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-side_lateral_center_view-y9ZQaFCStN.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-top_portrait_view-K2TkwLfQ41.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-bottom_view-kToguwKmVt.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-front_lateral_top_view-zBoQTXBcXd.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-back_lateral_top_view-NwAqcF2YNa.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-side_medial_center_view-RrmJrhKhh0.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-mirrored_pair_view-r70oKguYAk.jpg, https://shop.adidas.jp/photo/GW/GW6803/s-GW6803-standard-detail_view_1-cRNSDE7RyF.jpg",リサイクル素材を一部使用した、クッション性のあるユニークな一足。,足元にインパクトを与える大胆な一足。このアディダス オズウィーゴは、EVA、アディプリン、アディプリン+クッショニングを搭載して、確実に履き心地を高めただけでなく、ルックスも格上げしてくれる。目を引くシルエットと流れるようなラインが印象的なデザイン。まさにそれが魅力。,"ぴったりとしたフィット感,シューレースクロージャー,テキスタイルアッパー,テキスタイルライニング,アディプリン クッショニング,ラバーアウトソール,アッパー構成パーツの25%が、リサイクル材料含有率50%以上の素材で作られている","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm","シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ,ローカット,アディプリン,アディプリンプラス,LKP93"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ / Ozweego",None オリジナルス,オズウィーゴ / Ozweego,"7,700","https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-side_lateral_center_view-9nYDciuHb1.jpg, https://shop.adidas.jphttps://assets.adidas.com/videos/w_170/2a9cb2af951f44b5b21caed30080b42c_d98c/GW6802_product_video.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-on_model-front_view-S3nmAZcJpf.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-top_portrait_view-BimG4HQVrt.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-bottom_view-SBN13AlIo1.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-front_lateral_top_view-CPOyergw0O.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-back_lateral_top_view-8vwiMoW6hs.jpg, https://shop.adidas.jp/photo/GW/GW6802/s-GW6802-standard-side_medial_center_view-zU4uzt5BbT.jpg",リサイクル素材を一部使用した、クッション性のあるユニークな一足。,足元にインパクトを与える大胆な一足。このアディダス オズウィーゴは、EVA、アディプリン、アディプリン+クッショニングを搭載して、確実に履き心地を高めただけでなく、ルックスも格上げしてくれる。目を引くシルエットと流れるようなラインが印象的なデザイン。まさにそれが魅力。,"ぴったりとしたフィット感,シューレースクロージャー,テキスタイルアッパー,テキスタイルライニング,アディプリン クッショニング,ラバーアウトソール,アッパー構成パーツの25%が、リサイクル材料含有率50%以上の素材で作られている","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm","シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ,ローカット,アディプリン,アディプリンプラス,LKP93"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ / Ozweego",None オリジナルス,オズウィーゴ / Ozweego,"15,400","https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-marketing-heromrktng_view_1-NS65L9oROp.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-marketing-heromrktng_view_2-FYg9fk64yH.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-bottom_view.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/EE/EE6464/s-EE6464-standard-side_medial_center_view.jpg",近未来を思わせるデザインを取り入れたスポーティーなシューズ。,90年代後期から2000年代初期のスタイルをベースに、そのレトロ調のタッチとフューチャリスティックなデザインを掛け合わせたシューズが登場。メッシュ、スエード、そしてなめらかなTPU素材を採用。前足部とヒールの要所にクッショニングを配し、快適な走りを促す。,"シューレース / 履き口のアイステイチューブが足全体に圧力を分散させる,メッシュアッパーとスエードとTPUのオーバーレイ,テキスタイル ライニング / ラバーアウトソール,前足部にアディプリン+クッショニング / 軽量EVAミッドソール / ヒールにアディプリン クッショニング,ソフトで軽い履き心地","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.0cm,31.5cm,32.0cm","シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ,ローカット,アディプリン,アディプリンプラス,FA0054"
"戻る,レディース,シューズ・靴,スニーカー,オリジナルス,テラス,サンバローズ / SAMBAROSE",レディース オリジナルス,サンバローズ / SAMBAROSE,"9,240","https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-on_model-front_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-bottom_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/EF/EF4965/s-EF4965-standard-mirrored_pair_view.jpg",愛を讃える、アディダス SAMBAROSE シューズ。,遠慮なんていらない。自分に花束を贈ろう。美味しいビーガンチーズケーキを買おう。このシューズを履いて、自分をいとおしむ気持ちを高めよう。アイコニックなアディダス サンバをベースにしたサンバローズは、今流行の背を高く見せるプラットフォームソールが特徴。贅沢でなめらかなレザー素材で、スタイリッシュなルックスにまとめている。半透明のソールに透けるハートのプリントが、一歩一歩にエネルギーを注ぐ。,"レギュラーフィット,シューレースクロージャー,レザーアッパー,ぜいたくな履き心地,ハートが見えるソール,合成ライニング,ラバーアウトソール","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm","シューズ・靴,スニーカー,オリジナルス,テラス,サンバ,ローズ,ローカット,FCD17"
"戻る,ユニセックス,シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ / Ozweego",None オリジナルス,オズウィーゴ / Ozweego,"15,400","https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-side_lateral_center_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-top_portrait_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-bottom_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-front_lateral_top_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-back_lateral_top_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-side_medial_center_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-side_lateral_center_open_view.jpg, https://shop.adidas.jp/photo/EE/EE6999/s-EE6999-standard-mirrored_pair_view.jpg",近未来を思わせるデザインを取り入れたスポーティーなシューズ。,90年代後期から2000年代初期のスタイルをベースに、そのレトロ調のタッチとフューチャリスティックなデザインを掛け合わせたシューズが登場。メッシュ、スエード、そしてなめらかなTPU素材を採用。前足部とヒールの要所にクッショニングを配し、快適な走りを促す。,"シューレース / 履き口のアイステイチューブが足全体に圧力を分散させる,メッシュアッパーとスエードとTPUのオーバーレイ,テキスタイル ライニング / ラバーアウトソール,前足部にアディプリン+クッショニング / 軽量EVAミッドソール / ヒールにアディプリン クッショニング,ソフトで軽い着心地","22.0cm,22.5cm,23.0cm,23.5cm,24.0cm,24.5cm,25.0cm,25.5cm,26.0cm,26.5cm,27.0cm,27.5cm,28.0cm,28.5cm,29.0cm,29.5cm,30.0cm,30.5cm,31.0cm,31.5cm,32.0cm","シューズ・靴,スニーカー,オリジナルス,OZWORLD,オズウィーゴ,ローカット,アディプリン,アディプリンプラス,FA0054"
